Samples	SampleID	FieldID	samples	Location	LocationAb	LocationIDMERGE	LocationID	time	subject	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Plate	Row	Column	Well	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex
Sample389	GA18-36Ka-1700-S111	GA18-36K	389	Athens	ATH	GA18-36K_ATH				43283	Stalk	NA	a		TRUE	FALSE	FALSE	GA1836Ka1700_S111_L001_R1_001.fastq.gz	GA1836Ka1700_S111_L001_R2_001.fastq.gz	89240	1700	33.716638	-83.308582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	B	3	B3	68.6	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample390	GA18-36Ka-900-S65	GA18-36K	390	Athens	ATH	GA18-36K_ATH				43252	Stalk	NA	a		TRUE	FALSE	FALSE	GA1836Ka900_S65_L001_R1_001.fastq.gz	GA1836Ka900_S65_L001_R2_001.fastq.gz	10365	900	33.716675	-83.308629	NA	401	6.17	6.77	90.6	5.68	681	0.03	0.03	0.33	9.06	44	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.15	2.61	0.06	1	F	5	F5	110.6	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample391	GA18-36Kb-1400-S56	GA18-36K	391	Athens	ATH	GA18-36K_ATH	GA18-36K_ATH-p2	p2	S10	43270	Stalk	NA	b		TRUE	FALSE	FALSE	GA1836Kb1400_S56_L001_R1_001.fastq.gz	GA1836Kb1400_S56_L001_R2_001.fastq.gz	28754	1400	33.716681	-83.308624	NA	356	6.43	7.03	100	6.42	895	0.025	0.025	0.135	11.64	61.8	208.7	5.85	0.025	10.57	1.14	19.39	0.64	0.63	2.53	0.07	1	E	8	E8	66.23333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample392	GA18-36Kb-1700-S121	GA18-36K	392	Athens	ATH	GA18-36K_ATH				43283	Stalk	NA	b		TRUE	FALSE	FALSE	GA1836Kb1700_S121_L001_R1_001.fastq.gz	GA1836Kb1700_S121_L001_R2_001.fastq.gz	94706	1700	33.716638	-83.308582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	C	1	C1	75.83333333	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample393	GA18-36Kb-900-S27	GA18-36K	393	Athens	ATH	GA18-36K_ATH				43252	Stalk	NA	b		TRUE	FALSE	FALSE	GA1836Kb900_S27_L001_R1_001.fastq.gz	GA1836Kb900_S27_L001_R2_001.fastq.gz	8107	900	33.716675	-83.308629	NA	401	6.17	6.77	90.6	5.68	681	0.03	0.03	0.33	9.06	44	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.15	2.61	0.06	1	C	3	C3	68.86672233	Sample	0.003175807	0.308548387	82.42354839	63.16193548	61.83274194	0.749677419	2.797580645	8.64516129
Sample394	GA18-37I-600-S141	GA18-37I	394	Blairsville	BLA	GA18-37I_BLA				43252	Inrow_Soil	71			TRUE	FALSE	FALSE	GA1837I600_S141_L001_R1_001.fastq.gz	GA1837I600_S141_L001_R2_001.fastq.gz	98269	600	34.844965	-83.916796	NA	408	5.74	6.34	80.4	7.96	877	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	2	D	9	D9	83.63333333	Sample	0.006410294	0.462058824	81.29485294	62.65044118	62.91161765	0.787058824	2.561029412	8.764705882
Sample395	GA18-37Ka-1400-S26	GA18-37K	395	Blairsville	BLA	GA18-37K_BLA	GA18-37K_BLA-p1	p1	S13	43290	Stalk	NA	a		TRUE	FALSE	FALSE	GA1837Ka1400_S26_L001_R1_001.fastq.gz	GA1837Ka1400_S26_L001_R2_001.fastq.gz	3371	1400	34.844995	-83.916788	NA	335	5.2	5.8	72.6	8.52	925	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	1	C	2	C2	90.5	Sample	0.006410294	0.462058824	81.29485294	62.65044118	62.91161765	0.787058824	2.561029412	8.764705882
Sample396	GA18-37Ka-600-S63	GA18-37K	396	Blairsville	BLA	GA18-37K_BLA	GA18-37K_BLA-p1	p1	S13	43252	Stalk	NA	a		TRUE	FALSE	FALSE	GA1837Ka600_S63_L001_R1_001.fastq.gz	GA1837Ka600_S63_L001_R2_001.fastq.gz	9044	600	34.844965	-83.916796	NA	408	5.74	6.34	80.4	7.96	877	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	1	F	3	F3	54.133391	Sample	0.006410294	0.462058824	81.29485294	62.65044118	62.91161765	0.787058824	2.561029412	8.764705882
Sample397	GA18-37Kb-1400-S38	GA18-37K	397	Blairsville	BLA	GA18-37K_BLA	GA18-37K_BLA-p2	p2	S13	43290	Stalk	NA	b		TRUE	FALSE	FALSE	GA1837Kb1400_S38_L001_R1_001.fastq.gz	GA1837Kb1400_S38_L001_R2_001.fastq.gz	4217	1400	34.844995	-83.916788	NA	335	5.2	5.8	72.6	8.52	925	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	1	D	2	D2	74.4	Sample	0.006410294	0.462058824	81.29485294	62.65044118	62.91161765	0.787058824	2.561029412	8.764705882
Sample398	GA18-37Kb-600-S39	GA18-37K	398	Blairsville	BLA	GA18-37K_BLA	GA18-37K_BLA-p2	p2	S13	43252	Stalk	NA	b		TRUE	FALSE	FALSE	GA1837Kb600_S39_L001_R1_001.fastq.gz	GA1837Kb600_S39_L001_R2_001.fastq.gz	9679	600	34.844965	-83.916796	NA	408	5.74	6.34	80.4	7.96	877	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	1	D	3	D3	47.76672767	Sample	0.006410294	0.462058824	81.29485294	62.65044118	62.91161765	0.787058824	2.561029412	8.764705882
Sample399	GA18-3I-1400-S118	GA18-3I	399	Dawson	DAW	GA18-3I_DAW				43251	Inrow_Soil	60		~5_feet_from_600_GDD_sample	TRUE	FALSE	FALSE	GA183I1400_S118_L001_R1_001.fastq.gz	GA183I1400_S118_L001_R2_001.fastq.gz	79937	1400	31.620731	-84.522623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	B	10	B10	115.3333333	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample400	GA18-3I-600-S167	GA18-3I	400	Dawson	DAW	GA18-3I_DAW				43222	Inrow_Soil	11			TRUE	FALSE	FALSE	GA183I600_S167_L001_R1_001.fastq.gz	GA183I600_S167_L001_R2_001.fastq.gz	99877	600	31.620619	-84.522638	NA	178	5.13	5.73	68.9	3.8	453	0.02	0.05	1.61	33	38.4	22.6	16.3	0.02	15.03	0.34	88.14	0.33	3.74	0.77	0.02	2	F	11	F11	173	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample401	GA18-3Ka-1400-S35	GA18-3K	401	Dawson	DAW	GA18-3K_DAW	GA18-3K_DAW-p1	p1	S14	43251	Stalk	NA	a		TRUE	FALSE	FALSE	GA183Ka1400_S35_L001_R1_001.fastq.gz	GA183Ka1400_S35_L001_R2_001.fastq.gz	36120	1400	31.620731	-84.522623	NA	154	4.86	5.46	69.7	3.83	456	0.02	0.02	1.36	18.2	56.3	26	14.93	0.02	6.49	0.68	74	0.49	4.09	0.69	0.01	1	C	11	C11	148	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample402	GA18-3Ka-600-S61	GA18-3K	402	Dawson	DAW	GA18-3K_DAW	GA18-3K_DAW-p1	p1	S14	43222	Stalk	NA	a		TRUE	FALSE	FALSE	GA183Ka600_S61_L001_R1_001.fastq.gz	GA183Ka600_S61_L001_R2_001.fastq.gz	1708	600	31.620619	-84.522638	NA	181	5.15	5.75	71	4.1	483	0.02	0.05	1.69	28.6	78.3	29	15.2	0.02	12.7	0.79	94.56	0.31	4.34	0.69	0.01	1	F	1	F1	13.56666667	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample403	GA18-3Kb-1400-S58	GA18-3K	403	Dawson	DAW	GA18-3K_DAW	GA18-3K_DAW-p2	p2	S14	43251	Stalk	NA	b		TRUE	FALSE	FALSE	GA183Kb1400_S58_L001_R1_001.fastq.gz	GA183Kb1400_S58_L001_R2_001.fastq.gz	48850	1400	31.620731	-84.522623	NA	154	4.86	5.46	69.7	3.83	456	0.02	0.02	1.36	18.2	56.3	26	14.93	0.02	6.49	0.68	74	0.49	4.09	0.69	0.01	1	E	10	E10	104.6333333	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample404	GA18-3Kb-600-S1	GA18-3K	404	Dawson	DAW	GA18-3K_DAW	GA18-3K_DAW-p2	p2	S14	43222	Stalk	NA	b		TRUE	FALSE	FALSE	GA183Kb600_S1_L001_R1_001.fastq.gz	GA183Kb600_S1_L001_R2_001.fastq.gz	3257	600	31.620619	-84.522638	NA	181	5.15	5.75	71	4.1	483	0.02	0.05	1.69	28.6	78.3	29	15.2	0.02	12.7	0.79	94.56	0.31	4.34	0.69	0.01	1	A	1	A1	55.93333333	Sample	0.003861017	0.262881356	80.80271186	59.06169492	57.94830508	0.72779661	4.606779661	8.06779661
Sample405	GA18-4I-1400-S180	GA18-4I	405	Fitzgerald	FIT	GA18-4I_FIT				43251	Inrow_Soil	61		~5_feet_from_600_GDD_sample	TRUE	FALSE	FALSE	GA184I1400_S180_L001_R1_001.fastq.gz	GA184I1400_S180_L001_R2_001.fastq.gz	139079	1400	31.668675	-83.303034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	G	12	G12	126.3333333	Sample	0.001486441	0.133389831	79.90033898	60.10508475	59.26355932	0.744576271	4.152542373	8.118644068
Sample406	GA18-4Ka-1400-S70	GA18-4K	406	Fitzgerald	FIT	GA18-4K_FIT	GA18-4K_FIT-p1	p1	S15	43251	Stalk	NA	a		TRUE	FALSE	FALSE	GA184Ka1400_S70_L001_R1_001.fastq.gz	GA184Ka1400_S70_L001_R2_001.fastq.gz	33806	1400	31.668675	-83.303034	NA	215	4.93	5.53	53.7	3.81	309	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	1	F	10	F10	146	Sample	0.001486441	0.133389831	79.90033898	60.10508475	59.26355932	0.744576271	4.152542373	8.118644068
Sample407	GA18-4Ka-600-S62	GA18-4K	407	Fitzgerald	FIT	GA18-4K_FIT	GA18-4K_FIT-p1	p1	S15	43222	Stalk	NA	a		TRUE	FALSE	FALSE	GA184Ka600_S62_L001_R1_001.fastq.gz	GA184Ka600_S62_L001_R2_001.fastq.gz	4302	600	31.668684	-83.303186	NA	213	5.27	5.87	68.7	4.29	434	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7	2.46	43.89	0.9	5.14	1.34	0.04	1	F	2	F2	50.6	Sample	0.001486441	0.133389831	79.90033898	60.10508475	59.26355932	0.744576271	4.152542373	8.118644068
Sample408	GA18-4Kb-1400-S11	GA18-4K	408	Fitzgerald	FIT	GA18-4K_FIT	GA18-4K_FIT-p2	p2	S15	43251	Stalk	NA	b		TRUE	FALSE	FALSE	GA184Kb1400_S11_L001_R1_001.fastq.gz	GA184Kb1400_S11_L001_R2_001.fastq.gz	63209	1400	31.668675	-83.303034	NA	215	4.93	5.53	53.7	3.81	309	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	1	A	11	A11	74.9	Sample	0.001486441	0.133389831	79.90033898	60.10508475	59.26355932	0.744576271	4.152542373	8.118644068
Sample409	GA18-4Kb-600-S50	GA18-4K	409	Fitzgerald	FIT	GA18-4K_FIT	GA18-4K_FIT-p2	p2	S15	43222	Stalk	NA	b		TRUE	FALSE	FALSE	GA184Kb600_S50_L001_R1_001.fastq.gz	GA184Kb600_S50_L001_R2_001.fastq.gz	4020	600	31.668684	-83.303186	NA	213	5.27	5.87	68.7	4.29	434	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7	2.46	43.89	0.9	5.14	1.34	0.04	1	E	2	E2	63.2	Sample	0.001486441	0.133389831	79.90033898	60.10508475	59.26355932	0.744576271	4.152542373	8.118644068
Sample410	GA18-4S-1400-S161	GA18-4S	410	Fitzgerald	FIT	GA18-4S_FIT		p2		43251	Soil	53		~5_feet_from_600_GDD_sample	TRUE	FALSE	FALSE	GA184S1400_S161_L001_R1_001.fastq.gz	GA184S1400_S161_L001_R2_001.fastq.gz	112693	1400	31.668675	-83.303034	NA	215	4.93	5.53	53.7	3.81	309	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	2	F	5	F5	155.3333333	Sample	0.001486441	0.133389831	79.90033898	60.10508475	59.26355932	0.744576271	4.152542373	8.118644068
Sample411	GA18-5I-600-S129	GA18-5I	411	Arlington	ARL	GA18-5I_ARL				43222	Inrow_Soil	13			TRUE	FALSE	FALSE	GA185I600_S129_L001_R1_001.fastq.gz	GA185I600_S129_L001_R2_001.fastq.gz	109183	600	31.417807	-84.67116	NA	168	5.25	5.85	64.8	2.8	315	0.02	0.02	1.14	7.56	38.7	13.9	14.8	0.02	5.36	0.51	36.36	0.19	2.45	0.74	0.01	2	C	9	C9	90.53333333	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample412	GA18-5Ka-1400-S47	GA18-5K	412	Arlington	ARL	GA18-5K_ARL	GA18-5K_ARL-p1	p1	S16	43251	Stalk	NA	a		TRUE	FALSE	FALSE	GA185Ka1400_S47_L001_R1_001.fastq.gz	GA185Ka1400_S47_L001_R2_001.fastq.gz	45008	1400	31.41784	-84.671184	NA	149	5.28	5.88	69	2.59	310	0.02	0.02	0.79	5.22	25.4	18.4	11.46	0.02	5.17	0.24	28	0.14	2.83	0.72	0.01	1	D	11	D11	90.1	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample413	GA18-5Ka-600-S14	GA18-5K	413	Arlington	ARL	GA18-5K_ARL	GA18-5K_ARL-p1	p1	S16	43222	Stalk	NA	a		TRUE	FALSE	FALSE	GA185Ka600_S14_L001_R1_001.fastq.gz	GA185Ka600_S14_L001_R2_001.fastq.gz	4377	600	31.417807	-84.67116	NA	165	5.25	5.85	67.1	2.92	321	0.02	0.02	1.07	7.07	58.5	20.6	13.9	0.02	6.23	0.63	33.27	0.15	2.54	0.73	0.02	1	B	2	B2	44.76666667	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample414	GA18-5Kb-1400-S34	GA18-5K	414	Arlington	ARL	GA18-5K_ARL	GA18-5K_ARL-p2	p2	S16	43251	Stalk	NA	b		TRUE	FALSE	FALSE	GA185Kb1400_S34_L001_R1_001.fastq.gz	GA185Kb1400_S34_L001_R2_001.fastq.gz	286	1400	31.41784	-84.671184	NA	149	5.28	5.88	69	2.59	310	0.02	0.02	0.79	5.22	25.4	18.4	11.46	0.02	5.17	0.24	28	0.14	2.83	0.72	0.01	1	C	10	C10	38.73333333	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample415	GA18-5Kb-600-S73	GA18-5K	415	Arlington	ARL	GA18-5K_ARL	GA18-5K_ARL-p2	p2	S16	43222	Stalk	NA	b		TRUE	FALSE	FALSE	GA185Kb600_S73_L001_R1_001.fastq.gz	GA185Kb600_S73_L001_R2_001.fastq.gz	2121	600	31.417807	-84.67116	NA	165	5.25	5.85	67.1	2.92	321	0.02	0.02	1.07	7.07	58.5	20.6	13.9	0.02	6.23	0.63	33.27	0.15	2.54	0.73	0.02	1	G	1	G1	70	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample416	GA18-5repBS-600-S114	GA18-5r	416	Arlington	ARL	GA18-5r_ARL		p2		43222	Soil	7		A_second_rep_of_the_soil_at_this_location_was_taken	TRUE	FALSE	FALSE	GA185repBS600_S114_L001_R1_001.fastq.gz	GA185repBS600_S114_L001_R2_001.fastq.gz	65189	600	31.417807	-84.67116	NA	165	5.25	5.85	67.1	2.92	321	0.02	0.02	1.07	7.07	58.5	20.6	13.9	0.02	6.23	0.63	33.27	0.15	2.54	0.73	0.02	2	B	6	B6	148	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample417	GA18-5S-1400-S125	GA18-5S	417	Arlington	ARL	GA18-5S_ARL		p2		43251	Soil	54			TRUE	FALSE	FALSE	GA185S1400_S125_L001_R1_001.fastq.gz	GA185S1400_S125_L001_R2_001.fastq.gz	90951	1400	31.41784	-84.671184	NA	149	5.28	5.88	69	2.59	310	0.02	0.02	0.79	5.22	25.4	18.4	11.46	0.02	5.17	0.24	28	0.14	2.83	0.72	0.01	2	C	5	C5	60.5	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample418	GA18-5S-600-S150	GA18-5S	418	Arlington	ARL	GA18-5S_ARL		p2		43222	Soil	7			TRUE	FALSE	FALSE	GA185S600_S150_L001_R1_001.fastq.gz	GA185S600_S150_L001_R2_001.fastq.gz	83165	600	31.417807	-84.67116	NA	165	5.25	5.85	67.1	2.92	321	0.02	0.02	1.07	7.07	58.5	20.6	13.9	0.02	6.23	0.63	33.27	0.15	2.54	0.73	0.02	2	E	6	E6	114	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample419	GA18-6I-1400-S179	GA18-6I	419	Tifton-Irrigated	TII	GA18-6I_TII				43258	Inrow_Soil	72			TRUE	FALSE	FALSE	GA186I1400_S179_L001_R1_001.fastq.gz	GA186I1400_S179_L001_R2_001.fastq.gz	127064	1400	31.48767	-83.520707	NA	180	4.66	5.26	54.1	3.59	299	0.05	0.05	0.3	36.91	72.3	28	10.96	0.02	6.53	0.68	44.9	0.95	4.33	0.96	0.03	2	G	11	G11	147	Sample	0.003	0.261147541	81.60737705	61.94606557	61.25655738	0.755245902	4.001311475	8.327868853
Sample420	GA18-6Ka-1400-S88	GA18-6K	420	Tifton-Irrigated	TII	GA18-6K_TII	GA18-6K_TII-p1	p1	S17	43258	Stalk	NA	a		TRUE	FALSE	FALSE	GA186Ka1400_S88_L001_R1_001.fastq.gz	GA186Ka1400_S88_L001_R2_001.fastq.gz	20386	1400	31.48767	-83.520707	NA	180	4.66	5.26	54.1	3.59	299	0.05	0.05	0.3	36.91	72.3	28	10.96	0.02	6.53	0.68	44.9	0.95	4.33	0.96	0.03	1	H	4	H4	38.23333333	Sample	0.003	0.261147541	81.60737705	61.94606557	61.25655738	0.755245902	4.001311475	8.327868853
Sample421	GA18-6Ka-600-S43	GA18-6K	421	Tifton-Irrigated	TII	GA18-6K_TII	GA18-6K_TII-p1	p1	S17	43227	Stalk	NA	a		TRUE	FALSE	FALSE	GA186Ka600_S43_L001_R1_001.fastq.gz	GA186Ka600_S43_L001_R2_001.fastq.gz	18932	600	31.48767	-83.52064	NA	186	4.88	5.48	57.9	3.57	308	0.05	0.07	0.35	44.92	97.1	29.8	6.1	0.02	6.3	0.83	46.09	1.1	4.4	1	0.08	1	D	7	D7	98.4	Sample	0.003	0.261147541	81.60737705	61.94606557	61.25655738	0.755245902	4.001311475	8.327868853
Sample422	GA18-6Kb-1400-S52	GA18-6K	422	Tifton-Irrigated	TII	GA18-6K_TII	GA18-6K_TII-p2	p2	S17	43258	Stalk	NA	b		TRUE	FALSE	FALSE	GA186Kb1400_S52_L001_R1_001.fastq.gz	GA186Kb1400_S52_L001_R2_001.fastq.gz	3758	1400	31.48767	-83.520707	NA	180	4.66	5.26	54.1	3.59	299	0.05	0.05	0.3	36.91	72.3	28	10.96	0.02	6.53	0.68	44.9	0.95	4.33	0.96	0.03	1	E	4	E4	115.6666667	Sample	0.003	0.261147541	81.60737705	61.94606557	61.25655738	0.755245902	4.001311475	8.327868853
Sample423	GA18-6Kb-600-S7	GA18-6K	423	Tifton-Irrigated	TII	GA18-6K_TII	GA18-6K_TII-p2	p2	S17	43227	Stalk	NA	b		TRUE	FALSE	FALSE	GA186Kb600_S7_L001_R1_001.fastq.gz	GA186Kb600_S7_L001_R2_001.fastq.gz	27585	600	31.48767	-83.52064	NA	186	4.88	5.48	57.9	3.57	308	0.05	0.07	0.35	44.92	97.1	29.8	6.1	0.02	6.3	0.83	46.09	1.1	4.4	1	0.08	1	A	7	A7	97.26666667	Sample	0.003	0.261147541	81.60737705	61.94606557	61.25655738	0.755245902	4.001311475	8.327868853
Sample424	GA18-6S-1400-S187	GA18-6S	424	Tifton-Irrigated	TII	GA18-6S_TII		p2		43258	Soil	80			TRUE	FALSE	FALSE	GA186S1400_S187_L001_R1_001.fastq.gz	GA186S1400_S187_L001_R2_001.fastq.gz	138576	1400	31.48767	-83.520707	NA	180	4.66	5.26	54.1	3.59	299	0.05	0.05	0.3	36.91	72.3	28	10.96	0.02	6.53	0.68	44.9	0.95	4.33	0.96	0.03	2	H	7	H7	70.76666667	Sample	0.003	0.261147541	81.60737705	61.94606557	61.25655738	0.755245902	4.001311475	8.327868853
Sample425	GA18-7I-600-S166	GA18-7I	425	Tifton-Dryland	TID	GA18-7I_TID				43227	Inrow_Soil	23			TRUE	FALSE	FALSE	GA187I600_S166_L001_R1_001.fastq.gz	GA187I600_S166_L001_R2_001.fastq.gz	96063	600	31.522279	-83.550443	NA	166	4.56	5.16	38.8	2.53	154	0.02	0.02	0.3	17.17	30.1	14	5.2	0.02	4.64	1.28	14.77	0.63	1.97	0.75	0.06	2	F	10	F10	232	Sample	0.002557377	0.238688525	81.72737705	62.06245902	61.28327869	0.752622951	3.991967213	8.327868853
Sample426	GA18-7Ka-1400-S87	GA18-7K	426	Tifton-Dryland	TID	GA18-7K_TID	GA18-7K_TID-p1	p1	S17	43258	Stalk	NA	a		TRUE	FALSE	FALSE	GA187Ka1400_S87_L001_R1_001.fastq.gz	GA187Ka1400_S87_L001_R2_001.fastq.gz	9955	1400	31.522255	-83.550327	NA	160	4.61	5.21	36.5	2.25	131	0.02	0.02	0.29	14.88	22.7	10.6	5.87	0.02	4	0.39	19.2	0.43	1.74	0.58	0.02	1	H	3	H3	42.9250345	Sample	0.002557377	0.238688525	81.72737705	62.06245902	61.28327869	0.752622951	3.991967213	8.327868853
Sample427	GA18-7Ka-600-S91	GA18-7K	427	Tifton-Dryland	TID	GA18-7K_TID	GA18-7K_TID-p1	p1	S17	43227	Stalk	NA	a		TRUE	FALSE	FALSE	GA187Ka600_S91_L001_R1_001.fastq.gz	GA187Ka600_S91_L001_R2_001.fastq.gz	28622	600	31.522279	-83.550443	NA	166	4.56	5.16	38.8	2.53	154	0.02	0.02	0.3	17.17	30.1	14	5.2	0.02	4.64	1.28	14.77	0.63	1.97	0.75	0.06	1	H	7	H7	91.56666667	Sample	0.002557377	0.238688525	81.72737705	62.06245902	61.28327869	0.752622951	3.991967213	8.327868853
Sample428	GA18-7Kb-1400-S75	GA18-7K	428	Tifton-Dryland	TID	GA18-7K_TID	GA18-7K_TID-p2	p2	S17	43258	Stalk	NA	b		TRUE	FALSE	FALSE	GA187Kb1400_S75_L001_R1_001.fastq.gz	GA187Kb1400_S75_L001_R2_001.fastq.gz	12088	1400	31.522255	-83.550327	NA	160	4.61	5.21	36.5	2.25	131	0.02	0.02	0.29	14.88	22.7	10.6	5.87	0.02	4	0.39	19.2	0.43	1.74	0.58	0.02	1	G	3	G3	53.66672333	Sample	0.002557377	0.238688525	81.72737705	62.06245902	61.28327869	0.752622951	3.991967213	8.327868853
Sample429	GA18-7Kb-600-S8	GA18-7K	429	Tifton-Dryland	TID	GA18-7K_TID	GA18-7K_TID-p2	p2	S17	43227	Stalk	NA	b		TRUE	FALSE	FALSE	GA187Kb600_S8_L001_R1_001.fastq.gz	GA187Kb600_S8_L001_R2_001.fastq.gz	47957	600	31.522279	-83.550443	NA	166	4.56	5.16	38.8	2.53	154	0.02	0.02	0.3	17.17	30.1	14	5.2	0.02	4.64	1.28	14.77	0.63	1.97	0.75	0.06	1	A	8	A8	73.36666667	Sample	0.002557377	0.238688525	81.72737705	62.06245902	61.28327869	0.752622951	3.991967213	8.327868853
Sample430	GA18-7repBI-600-S107	GA18-7r	430	Tifton-Dryland	TID	GA18-7r_TID				43227	Inrow_Soil	23		A_second_rep_of_the_inrow_soil_at_this_location_was_taken	TRUE	FALSE	FALSE	GA187repBI600_S107_L001_R1_001.fastq.gz	GA187repBI600_S107_L001_R2_001.fastq.gz	182900	600	31.522279	-83.550443	NA	166	4.56	5.16	38.8	2.53	154	0.02	0.02	0.3	17.17	30.1	14	5.2	0.02	4.64	1.28	14.77	0.63	1.97	0.75	0.06	2	A	11	A11	59.36701	Sample	0.002557377	0.238688525	81.72737705	62.06245902	61.28327869	0.752622951	3.991967213	8.327868853
Sample431	GA18-7S-600-S103	GA18-7S	431	Tifton-Dryland	TID	GA18-7S_TID		p2		43227	Soil	15			TRUE	FALSE	FALSE	GA187S600_S103_L001_R1_001.fastq.gz	GA187S600_S103_L001_R2_001.fastq.gz	120871	600	31.522279	-83.550443	NA	166	4.56	5.16	38.8	2.53	154	0.02	0.02	0.3	17.17	30.1	14	5.2	0.02	4.64	1.28	14.77	0.63	1.97	0.75	0.06	2	A	7	A7	60.76666667	Sample	0.002557377	0.238688525	81.72737705	62.06245902	61.28327869	0.752622951	3.991967213	8.327868853
Sample432	GA18-8I-1400-S165	GA18-8I	432	Wadley	WAD	GA18-8I_WAD				43258	Inrow_Soil	74			TRUE	FALSE	FALSE	GA188I1400_S165_L001_R1_001.fastq.gz	GA188I1400_S165_L001_R2_001.fastq.gz	100266	1400	32.960066	-82.550327	NA	434	6.06	6.66	92.1	10.78	1222	0.06	0.1	0.31	28.14	175.9	399.7	11.74	0.025	5.99	1.47	115.9	0.58	8.48	4.13	0.19	2	F	9	F9	84.66666667	Sample	0.003618033	0.356885246	80.95229508	58.69606557	58.73262295	0.744098361	3.482786885	7.967213115
